CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,ReportDate,OffenseCount,Year
Property,Downtown,12/11/21,1120,Burglary,Burglary,12/19/21,1,2021
Property,Downtown,12/11/21,0200,Larceny Offenses,Theft From Motor Vehicle,12/22/21,1,2021
Property,Downtown,1/20/21,0300,Larceny Offenses,All Other Larceny,1/20/21,1,2021
Property,Downtown,2/17/21,1230,Motor Vehicle Theft,Motor Vehicle Theft,2/17/21,1,2021
Property,Downtown,3/1/21,1953,Vandalism,Vandalism,3/1/21,1,2021
Person,Downtown,3/3/21,2350,Assault Offenses,Simple Assault,3/3/21,1,2021
Property,Downtown,6/28/21,1827,Arson,Arson,6/28/21,1,2021
Person,Downtown,6/25/21,1125,Assault Offenses,Aggravated Assault,6/29/21,2,2021
Property,Downtown,9/26/21,2000,Motor Vehicle Theft,Motor Vehicle Theft,9/27/21,1,2021
Property,Downtown,8/13/21,2200,Larceny Offenses,All Other Larceny,8/14/21,1,2021
Property,Downtown,12/16/21,2200,Fraud Offenses,Credit Card/ATM Fraud,12/19/21,1,2021
Property,Downtown,12/16/21,2200,Larceny Offenses,Theft From Building,12/19/21,1,2021
Property,Downtown,8/22/21,2206,Burglary,Burglary,8/23/21,1,2021
Property,Downtown,2/8/21,1600,Fraud Offenses,Identity Theft,2/10/21,1,2021
Property,Downtown,8/10/21,1730,Burglary,Burglary,8/10/21,1,2021
Property,Downtown,8/30/21,2314,Vandalism,Vandalism,8/31/21,1,2021
Person,Downtown,2/22/21,1217,Assault Offenses,Aggravated Assault,2/22/21,1,2021
Property,Downtown,6/28/21,0910,Burglary,Burglary,6/28/21,1,2021
Property,Downtown,10/31/21,1647,Burglary,Burglary,10/31/21,1,2021
Property,Downtown,12/29/21,1740,Larceny Offenses,All Other Larceny,12/30/21,1,2021
Property,Downtown,12/29/20,1700,Vandalism,Vandalism,1/2/21,1,2021
Property,Downtown,1/3/21,1200,Larceny Offenses,Theft From Motor Vehicle,1/3/21,1,2021
Property,Downtown,5/17/21,0205,Larceny Offenses,Theft From Coin-Operated Machine or Device,5/17/21,1,2021
Property,Downtown,5/15/21,1950,Larceny Offenses,Theft From Motor Vehicle,5/26/21,1,2021
Property,Downtown,9/6/21,2005,Larceny Offenses,Theft From Motor Vehicle,9/7/21,1,2021
Property,Downtown,9/19/21,0800,Larceny Offenses,Theft From Motor Vehicle,9/19/21,1,2021
Property,Downtown,9/19/21,0000,Vandalism,Vandalism,9/19/21,1,2021
Property,Downtown,9/28/21,0600,Larceny Offenses,Theft From Motor Vehicle,9/28/21,1,2021
Property,Downtown,11/10/21,2000,Vandalism,Vandalism,11/11/21,1,2021
Property,Downtown,12/23/21,1230,Vandalism,Vandalism,12/23/21,1,2021
Property,Downtown,8/17/21,0221,Vandalism,Vandalism,8/17/21,1,2021
Person,Downtown,11/11/21,1707,Assault Offenses,Aggravated Assault,11/11/21,1,2021
Property,Downtown,11/11/21,1707,Vandalism,Vandalism,11/11/21,1,2021
Property,Downtown,3/4/21,1515,Vandalism,Vandalism,3/4/21,1,2021
Property,Downtown,3/11/21,1420,Vandalism,Vandalism,3/11/21,1,2021
Property,Downtown,4/9/21,1000,Vandalism,Vandalism,4/9/21,1,2021
Property,Downtown,6/12/21,1400,Vandalism,Vandalism,6/13/21,1,2021
Property,Downtown,2/11/21,1136,Vandalism,Vandalism,2/11/21,1,2021
Property,Downtown,2/6/21,1200,Burglary,Burglary,3/1/21,1,2021
Property,Downtown,3/1/21,1443,Motor Vehicle Theft,Motor Vehicle Theft,3/1/21,1,2021
Property,Downtown,10/12/21,2000,Motor Vehicle Theft,Motor Vehicle Theft,10/13/21,1,2021
Property,Downtown,12/24/21,0102,Burglary,Burglary,12/24/21,1,2021
Property,Downtown,3/4/21,1904,Larceny Offenses,All Other Larceny,3/10/21,1,2021
Property,Downtown,4/3/21,0150,Vandalism,Vandalism,4/5/21,1,2021
Property,Downtown,6/19/21,1629,Vandalism,Vandalism,6/19/21,1,2021
Property,Downtown,2/1/21,1355,Vandalism,Vandalism,2/8/21,1,2021
Property,Downtown,3/4/21,1835,Larceny Offenses,All Other Larceny,3/5/21,1,2021
Property,Downtown,11/24/21,0134,Motor Vehicle Theft,Motor Vehicle Theft,11/30/21,1,2021
Property,Downtown,3/20/21,1600,Larceny Offenses,Theft From Motor Vehicle,3/20/21,1,2021
Property,Downtown,1/3/21,0900,Burglary,Burglary,1/5/21,1,2021
Property,Downtown,1/22/21,0520,Vandalism,Vandalism,1/22/21,1,2021
Property,Downtown,2/9/21,1408,Larceny Offenses,Shoplifting,2/9/21,1,2021
Property,Downtown,2/24/21,1024,Larceny Offenses,Theft From Motor Vehicle,2/24/21,1,2021
Property,Downtown,5/5/21,1251,Larceny Offenses,Shoplifting,5/5/21,1,2021
Property,Downtown,7/5/21,1730,Motor Vehicle Theft,Motor Vehicle Theft,7/6/21,1,2021
Person,Downtown,9/22/21,0000,Assault Offenses,Intimidation,10/11/21,1,2021
Property,Downtown,11/11/21,1649,Vandalism,Vandalism,11/11/21,1,2021
Property,Downtown,12/6/21,1125,Motor Vehicle Theft,Motor Vehicle Theft,12/7/21,1,2021
Property,Downtown,6/2/21,1800,Fraud Offenses,Credit Card/ATM Fraud,6/11/21,1,2021
Property,Downtown,8/29/21,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,8/29/21,1,2021
Property,Downtown,12/8/21,2100,Larceny Offenses,Theft From Motor Vehicle,12/9/21,1,2021
Person,Downtown,1/10/21,0336,Assault Offenses,Aggravated Assault,1/10/21,1,2021
Property,Downtown,8/21/21,1411,Larceny Offenses,Theft From Motor Vehicle,8/21/21,1,2021
Property,Downtown,11/17/21,2000,Larceny Offenses,Theft From Motor Vehicle,11/18/21,1,2021
Property,Downtown,12/3/21,0550,Fraud Offenses,Credit Card/ATM Fraud,12/3/21,1,2021
Person,Downtown,12/6/21,2341,Assault Offenses,Intimidation,12/6/21,1,2021
Property,Downtown,12/30/21,1000,Fraud Offenses,Credit Card/ATM Fraud,12/30/21,1,2021
Property,Downtown,1/15/21,1058,Fraud Offenses,Identity Theft,1/19/21,1,2021
Property,Downtown,1/15/21,1058,Larceny Offenses,All Other Larceny,1/19/21,1,2021
Property,Downtown,3/28/21,2320,Vandalism,Vandalism,3/29/21,1,2021
Property,Downtown,4/26/21,1200,Motor Vehicle Theft,Motor Vehicle Theft,5/1/21,1,2021
Person,Downtown,5/5/21,1115,Assault Offenses,Intimidation,5/5/21,1,2021
Property,Downtown,4/25/21,2333,Larceny Offenses,All Other Larceny,5/30/21,1,2021
Property,Downtown,6/10/21,1322,Larceny Offenses,All Other Larceny,6/10/21,1,2021
Person,Downtown,8/19/21,0838,Assault Offenses,Simple Assault,8/19/21,1,2021
Property,Downtown,10/15/21,1703,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,10/15/21,1,2021
Property,Downtown,12/5/21,0640,Burglary,Burglary,12/5/21,1,2021
Property,Downtown,12/6/21,1440,Larceny Offenses,All Other Larceny,12/6/21,1,2021
Property,Downtown,1/2/21,0945,Larceny Offenses,All Other Larceny,1/31/21,1,2021
Property,Downtown,4/14/21,1722,Larceny Offenses,Theft From Building,4/15/21,1,2021
Property,Downtown,7/26/21,2200,Vandalism,Vandalism,7/27/21,1,2021
Property,Downtown,7/20/21,2330,Larceny Offenses,Theft From Motor Vehicle,8/26/21,1,2021
Property,Downtown,9/3/21,0000,Larceny Offenses,Theft From Motor Vehicle,9/9/21,1,2021
Property,Downtown,10/13/21,0925,Larceny Offenses,Theft From Motor Vehicle,10/13/21,1,2021
Property,Downtown,12/18/21,0000,Larceny Offenses,All Other Larceny,12/20/21,1,2021
Property,Downtown,7/14/21,1800,Vandalism,Vandalism,7/15/21,1,2021
Property,Downtown,3/15/21,0615,Larceny Offenses,Theft From Motor Vehicle,3/15/21,1,2021
Property,Downtown,4/17/21,1600,Larceny Offenses,Theft From Motor Vehicle,4/17/21,1,2021
Property,Downtown,4/17/21,1600,Vandalism,Vandalism,4/17/21,1,2021
Person,Downtown,5/17/21,0812,Assault Offenses,Intimidation,5/17/21,1,2021
Property,Downtown,8/21/21,0928,Vandalism,Vandalism,8/21/21,1,2021
Property,Downtown,9/1/21,1200,Robbery,Robbery,9/1/21,1,2021
Society,Downtown,9/1/21,1200,Weapon Law Violations,Weapons Law Violations,9/1/21,1,2021
Property,Downtown,9/15/21,1600,Larceny Offenses,All Other Larceny,9/20/21,1,2021
Property,Downtown,10/15/21,2200,Larceny Offenses,Theft From Motor Vehicle,10/16/21,1,2021
Property,Downtown,2/6/21,2200,Larceny Offenses,Theft From Motor Vehicle,2/7/21,1,2021
Property,Downtown,2/21/21,0815,Larceny Offenses,Theft From Building,3/1/21,1,2021
Property,Downtown,9/7/21,0000,Vandalism,Vandalism,9/13/21,1,2021
Property,Downtown,11/3/21,1000,Larceny Offenses,All Other Larceny,11/3/21,1,2021
Property,Downtown,11/13/21,0925,Vandalism,Vandalism,11/13/21,1,2021
Property,Downtown,2/2/21,0830,Vandalism,Vandalism,2/2/21,1,2021
Property,Downtown,5/15/21,2000,Larceny Offenses,Theft From Motor Vehicle,5/16/21,1,2021
Property,Downtown,6/28/21,0947,Larceny Offenses,Theft From Motor Vehicle,6/28/21,1,2021
Person,Downtown,8/16/21,1305,Assault Offenses,Intimidation,8/16/21,1,2021
Property,Downtown,8/23/21,1830,Larceny Offenses,Theft From Motor Vehicle,8/24/21,1,2021
Person,Downtown,1/11/21,1400,Assault Offenses,Intimidation,1/11/21,1,2021
Property,Downtown,10/14/21,1625,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,10/14/21,1,2021
Property,Downtown,10/15/21,0730,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,10/18/21,1,2021
Property,Downtown,6/2/21,0000,Larceny Offenses,All Other Larceny,6/16/21,1,2021
Property,Downtown,4/24/21,0000,Larceny Offenses,Theft From Motor Vehicle,4/26/21,1,2021
Property,Downtown,6/10/21,1252,Larceny Offenses,Theft From Building,6/11/21,1,2021
Person,Downtown,4/8/21,1640,Assault Offenses,Simple Assault,4/9/21,1,2021
Property,Downtown,11/12/21,0845,Larceny Offenses,Theft From Building,11/12/21,1,2021
Property,Downtown,1/6/21,0010,Larceny Offenses,All Other Larceny,1/12/21,1,2021
Property,Downtown,1/8/21,0020,Larceny Offenses,All Other Larceny,1/12/21,1,2021
Property,Downtown,1/11/21,0025,Vandalism,Vandalism,1/12/21,1,2021
Person,Downtown,7/2/21,0205,Assault Offenses,Intimidation,7/3/21,1,2021
Property,Downtown,2/5/21,0410,Burglary,Burglary,2/11/21,1,2021
Property,Downtown,3/13/21,2300,Vandalism,Vandalism,3/14/21,1,2021
Property,Downtown,7/7/21,2300,Larceny Offenses,Theft From Motor Vehicle,7/8/21,1,2021
Person,Downtown,1/7/21,2119,Assault Offenses,Simple Assault,1/7/21,1,2021
Property,Downtown,2/1/21,0600,Vandalism,Vandalism,2/1/21,1,2021
Property,Downtown,2/14/21,1511,Larceny Offenses,Theft From Building,2/21/21,1,2021
Property,Downtown,4/13/21,0938,Larceny Offenses,All Other Larceny,4/13/21,1,2021
Property,Downtown,4/27/21,2220,Vandalism,Vandalism,4/27/21,1,2021
Property,Downtown,5/7/21,2003,Robbery,Robbery,5/7/21,1,2021
Person,Downtown,6/2/21,1337,Assault Offenses,Simple Assault,6/2/21,1,2021
Property,Downtown,6/16/21,1249,Burglary,Burglary,6/16/21,1,2021
Person,Downtown,6/22/21,0714,Assault Offenses,Aggravated Assault,6/22/21,1,2021
Person,Downtown,6/27/21,1057,Assault Offenses,Aggravated Assault,6/27/21,1,2021
Property,Downtown,8/3/21,1028,Fraud Offenses,Credit Card/ATM Fraud,8/3/21,1,2021
Person,Downtown,9/25/21,1431,Assault Offenses,Intimidation,9/25/21,1,2021
Property,Downtown,9/25/21,1431,Vandalism,Vandalism,9/25/21,1,2021
Person,Downtown,11/26/21,0845,Assault Offenses,Simple Assault,11/26/21,1,2021
Property,Downtown,1/28/21,0826,Vandalism,Vandalism,1/28/21,1,2021
Person,Downtown,7/29/21,1130,Assault Offenses,Intimidation,8/2/21,1,2021
Person,Downtown,10/19/21,1906,Assault Offenses,Simple Assault,10/19/21,2,2021
Property,Downtown,10/21/21,2025,Larceny Offenses,Theft From Building,10/21/21,1,2021
Property,Downtown,12/27/21,1240,Vandalism,Vandalism,12/27/21,1,2021
Property,Downtown,9/5/21,0300,Vandalism,Vandalism,9/5/21,1,2021
Property,Downtown,4/6/21,0348,Vandalism,Vandalism,4/7/21,1,2021
Property,Downtown,12/29/21,2025,Larceny Offenses,All Other Larceny,12/30/21,1,2021
Property,Downtown,1/10/21,1800,Vandalism,Vandalism,1/11/21,1,2021
Property,Downtown,2/18/21,1127,Vandalism,Vandalism,2/18/21,1,2021
Property,Downtown,4/9/21,1630,Motor Vehicle Theft,Motor Vehicle Theft,4/9/21,1,2021
Property,Downtown,5/25/21,0614,Burglary,Burglary,5/25/21,1,2021
Property,Downtown,5/25/21,0614,Vandalism,Vandalism,5/25/21,1,2021
Property,Downtown,8/1/21,0650,Vandalism,Vandalism,8/1/21,1,2021
Person,Downtown,8/27/21,1135,Assault Offenses,Aggravated Assault,8/27/21,1,2021
Society,Downtown,8/27/21,1135,Weapon Law Violations,Weapons Law Violations,8/27/21,1,2021
Property,Downtown,9/30/21,1449,Vandalism,Vandalism,9/30/21,1,2021
Property,Downtown,10/9/21,1240,Vandalism,Vandalism,10/9/21,1,2021
Property,Downtown,10/11/21,1015,Fraud Offenses,Welfare Fraud,10/14/21,1,2021
Property,Downtown,10/16/21,1051,Robbery,Robbery,10/16/21,1,2021
Property,Downtown,10/20/21,1700,Larceny Offenses,Theft From Building,10/26/21,1,2021
Property,Downtown,11/8/21,2300,Burglary,Burglary,11/9/21,1,2021
Property,Downtown,12/4/21,0526,Vandalism,Vandalism,12/4/21,1,2021
Property,Downtown,12/14/21,1626,Vandalism,Vandalism,12/14/21,1,2021
Property,Downtown,3/22/21,1900,Larceny Offenses,Theft From Building,3/26/21,1,2021
Property,Downtown,3/23/21,1420,Larceny Offenses,Theft From Building,3/29/21,1,2021
Property,Downtown,4/26/21,2230,Larceny Offenses,Theft From Motor Vehicle,4/27/21,1,2021
Property,Downtown,4/25/21,0000,Larceny Offenses,Theft From Motor Vehicle,5/3/21,1,2021
Property,Downtown,6/17/21,0945,Larceny Offenses,All Other Larceny,7/2/21,1,2021
Property,Downtown,8/4/21,0935,Vandalism,Vandalism,8/4/21,1,2021
Property,Downtown,8/4/21,1225,Larceny Offenses,Theft From Motor Vehicle,8/4/21,1,2021
Property,Downtown,8/2/21,1440,Larceny Offenses,Theft From Motor Vehicle,8/4/21,1,2021
Property,Downtown,8/4/21,0115,Larceny Offenses,Theft From Motor Vehicle,8/4/21,1,2021
Property,Downtown,8/3/21,1850,Vandalism,Vandalism,8/4/21,1,2021
Property,Downtown,12/8/21,1920,Larceny Offenses,Theft From Motor Vehicle,12/9/21,1,2021
Property,Downtown,12/11/21,0115,Arson,Arson,12/11/21,1,2021
Property,Downtown,7/21/21,2143,Larceny Offenses,Theft From Motor Vehicle,7/21/21,1,2021
Property,Downtown,7/21/21,2143,Vandalism,Vandalism,7/21/21,1,2021
Property,Downtown,5/27/21,2200,Burglary,Burglary,5/28/21,1,2021
Property,Downtown,6/10/21,2130,Larceny Offenses,Theft From Motor Vehicle,6/14/21,1,2021
Property,Downtown,8/15/21,1200,Larceny Offenses,Theft From Motor Vehicle,8/18/21,1,2021
Property,Downtown,8/15/21,2150,Larceny Offenses,All Other Larceny,8/18/21,1,2021
Property,Downtown,9/15/21,0900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,9/15/21,1,2021
Property,Downtown,10/3/21,0858,Burglary,Burglary,10/3/21,1,2021
Property,Downtown,11/11/21,0350,Larceny Offenses,Theft From Motor Vehicle,11/11/21,1,2021
Property,Downtown,9/15/21,1020,Larceny Offenses,Theft From Motor Vehicle,9/24/21,1,2021
Property,Downtown,12/7/21,0000,Larceny Offenses,Theft From Motor Vehicle,12/7/21,1,2021
Property,Downtown,3/24/21,1215,Larceny Offenses,Theft From Motor Vehicle,3/24/21,1,2021
Property,Downtown,10/6/21,1645,Larceny Offenses,Theft From Motor Vehicle,10/8/21,1,2021
Property,Downtown,12/1/21,2230,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,12/3/21,1,2021
Property,Downtown,12/4/21,0330,Vandalism,Vandalism,12/8/21,1,2021
Property,Downtown,2/2/21,1624,Motor Vehicle Theft,Motor Vehicle Theft,2/2/21,1,2021
Property,Downtown,9/28/21,1026,Burglary,Burglary,9/28/21,1,2021
Property,Downtown,9/27/21,2000,Motor Vehicle Theft,Motor Vehicle Theft,9/29/21,1,2021
Property,Downtown,10/19/21,1205,Fraud Offenses,Identity Theft,10/20/21,1,2021
Property,Downtown,12/15/21,1200,Larceny Offenses,All Other Larceny,12/21/21,1,2021
Property,Downtown,7/13/21,0700,Larceny Offenses,Theft From Motor Vehicle,7/14/21,1,2021
Property,Downtown,6/11/21,0438,Burglary,Burglary,6/11/21,1,2021
Property,Downtown,7/4/21,0000,Burglary,Burglary,7/7/21,1,2021
Property,Downtown,7/15/21,0100,Larceny Offenses,Theft From Motor Vehicle,7/15/21,1,2021
Property,Downtown,6/30/21,0100,Burglary,Burglary,7/19/21,1,2021
Property,Downtown,6/30/21,0200,Vandalism,Vandalism,8/17/21,1,2021
Property,Downtown,12/3/21,1125,Larceny Offenses,Theft From Motor Vehicle,12/6/21,1,2021
Property,Downtown,1/26/21,2000,Fraud Offenses,Credit Card/ATM Fraud,1/26/21,1,2021
Property,Downtown,4/15/21,1800,Larceny Offenses,Theft From Motor Vehicle,4/19/21,1,2021
Property,Downtown,4/23/21,0230,Larceny Offenses,Theft From Building,5/3/21,1,2021
Person,Downtown,5/30/21,2233,Assault Offenses,Aggravated Assault,5/31/21,1,2021
Person,Downtown,6/29/21,1329,Assault Offenses,Simple Assault,6/29/21,1,2021
Property,Downtown,12/31/20,1630,Larceny Offenses,Theft From Motor Vehicle,1/2/21,1,2021
Property,Downtown,3/2/21,1800,Larceny Offenses,Theft From Motor Vehicle,3/4/21,1,2021
Property,Downtown,3/7/21,0800,Vandalism,Vandalism,3/12/21,1,2021
Property,Downtown,3/11/21,2230,Larceny Offenses,Theft From Motor Vehicle,3/14/21,1,2021
Property,Downtown,6/14/21,1330,Larceny Offenses,All Other Larceny,6/16/21,1,2021
Property,Downtown,9/12/21,0850,Larceny Offenses,Theft From Motor Vehicle,9/12/21,1,2021
Property,Downtown,9/11/21,1900,Larceny Offenses,All Other Larceny,9/13/21,1,2021
Property,Downtown,9/15/21,0000,Larceny Offenses,Theft From Motor Vehicle,9/15/21,1,2021
Property,Downtown,9/11/21,1500,Vandalism,Vandalism,9/21/21,1,2021
Property,Downtown,10/21/21,1800,Larceny Offenses,Theft From Building,10/22/21,1,2021
Property,Downtown,11/3/21,1800,Larceny Offenses,All Other Larceny,11/3/21,1,2021
Property,Downtown,12/5/21,0100,Larceny Offenses,Theft From Motor Vehicle,12/5/21,1,2021
Property,Downtown,12/26/21,0300,Larceny Offenses,Theft From Motor Vehicle,12/27/21,1,2021
Property,Downtown,3/8/21,2100,Vandalism,Vandalism,3/9/21,1,2021
Property,Downtown,6/8/21,0100,Burglary,Burglary,6/8/21,1,2021
Property,Downtown,1/10/21,1900,Motor Vehicle Theft,Motor Vehicle Theft,1/11/21,1,2021
Property,Downtown,1/14/21,1700,Larceny Offenses,Theft From Building,1/16/21,1,2021
Person,Downtown,2/17/21,1210,Assault Offenses,Simple Assault,2/17/21,1,2021
Property,Downtown,2/21/21,1730,Burglary,Burglary,2/22/21,1,2021
Property,Downtown,4/5/21,0730,Vandalism,Vandalism,4/5/21,1,2021
Person,Downtown,4/5/21,1827,Assault Offenses,Simple Assault,4/5/21,1,2021
Person,Downtown,4/27/21,1804,Assault Offenses,Aggravated Assault,4/29/21,1,2021
Society,Downtown,4/27/21,1804,Weapon Law Violations,Weapons Law Violations,4/29/21,1,2021
Property,Downtown,6/11/21,1250,Vandalism,Vandalism,6/11/21,1,2021
Person,Downtown,8/5/21,0940,Assault Offenses,Simple Assault,8/5/21,1,2021
Property,Downtown,9/3/21,0933,Larceny Offenses,Theft From Building,9/3/21,1,2021
Property,Downtown,8/13/21,1200,Motor Vehicle Theft,Motor Vehicle Theft,9/6/21,1,2021
Property,Downtown,10/14/21,2316,Vandalism,Vandalism,10/14/21,1,2021
Property,Downtown,11/1/21,0024,Motor Vehicle Theft,Motor Vehicle Theft,11/1/21,1,2021
Person,Downtown,12/18/21,1347,Assault Offenses,Intimidation,12/18/21,1,2021
Person,Downtown,4/28/21,0718,Assault Offenses,Aggravated Assault,4/29/21,1,2021
Society,Downtown,4/28/21,0718,Weapon Law Violations,Weapons Law Violations,4/29/21,1,2021
Property,Downtown,2/4/21,1900,Larceny Offenses,Theft From Motor Vehicle,2/17/21,1,2021
Property,Downtown,3/11/21,1425,Larceny Offenses,All Other Larceny,3/11/21,1,2021
Property,Downtown,3/29/21,2105,Larceny Offenses,Theft From Motor Vehicle,3/31/21,1,2021
Property,Downtown,4/4/21,1800,Larceny Offenses,Theft From Motor Vehicle,4/5/21,1,2021
Property,Downtown,4/18/21,1600,Larceny Offenses,Theft From Motor Vehicle,4/20/21,1,2021
Property,Downtown,2/16/21,1337,Larceny Offenses,Theft From Motor Vehicle,4/26/21,1,2021
Property,Downtown,6/20/21,2200,Vandalism,Vandalism,6/21/21,1,2021
Property,Downtown,7/14/21,2300,Vandalism,Vandalism,7/15/21,1,2021
Property,Downtown,7/19/21,2200,Larceny Offenses,Theft From Motor Vehicle,7/21/21,1,2021
Property,Downtown,8/7/21,2230,Vandalism,Vandalism,8/8/21,1,2021
Person,Downtown,9/2/21,0000,Assault Offenses,Intimidation,9/2/21,1,2021
Property,Downtown,10/15/21,2200,Larceny Offenses,Theft From Building,10/19/21,1,2021
Property,Downtown,11/22/21,2200,Larceny Offenses,Theft From Motor Vehicle,11/23/21,1,2021
Property,Downtown,11/2/21,2200,Larceny Offenses,Theft From Coin-Operated Machine or Device,11/23/21,1,2021
Property,Downtown,12/5/21,0000,Vandalism,Vandalism,12/18/21,1,2021
Property,Downtown,12/14/21,0610,Burglary,Burglary,12/20/21,1,2021
Property,Downtown,12/19/21,2345,Larceny Offenses,Theft From Motor Vehicle,12/20/21,1,2021
Property,Downtown,11/7/21,1730,Larceny Offenses,Theft From Motor Vehicle,11/8/21,1,2021
Property,Downtown,11/7/21,1730,Vandalism,Vandalism,11/8/21,1,2021
Property,Downtown,3/14/21,0000,Larceny Offenses,Theft From Motor Vehicle,3/14/21,1,2021
Property,Downtown,3/13/21,2030,Larceny Offenses,Theft From Motor Vehicle,3/14/21,1,2021
Property,Downtown,3/13/21,2030,Vandalism,Vandalism,3/14/21,1,2021
Property,Downtown,3/15/21,1200,Motor Vehicle Theft,Motor Vehicle Theft,3/15/21,1,2021
Property,Downtown,4/1/21,1400,Larceny Offenses,Theft From Motor Vehicle,4/2/21,1,2021
Property,Downtown,4/4/21,1830,Larceny Offenses,Theft From Motor Vehicle,4/5/21,1,2021
Property,Downtown,4/18/21,0000,Larceny Offenses,Theft From Motor Vehicle,4/18/21,1,2021
Property,Downtown,4/30/21,1800,Larceny Offenses,Theft From Motor Vehicle,5/2/21,1,2021
